	acc model caption	acc human caption	is_video	model caption	human caption	img_set	target_idx	acc annot on model	acc annot on human
1824	0	0	1	A person is holding a camera up to their head.	You can see his whole face.  His elbow is high up into the air and you can see his fist clearly. 	MSR-VTT-videoTestVideo_video7686-shot3_0	1	0	0
1825	1	0	1	A person jumping up and down in the air.	The man's face is visible but very blurry.  He is punching downward but you can't see any of his elbow because it is blocked by his fist.  His fist is visible but blurry. 	MSR-VTT-videoTestVideo_video7686-shot3_0	2	0	0
1826	0	0	1	A boy is holding a skateboard in his hand.	The guy is punching down. The hand is super blurry and positioned at the bottom left of the picture. It is not cut off by the picture but is super blurry 	MSR-VTT-videoTestVideo_video7686-shot3_0	3	0	0
1827	0	0	1	A man holding a cell phone in his hand.	the finger can be seen placed right on the inscription under the blue virus image and the pictures are clearly visible with an owl image under the finger	MSR-VTT-videoTestVideo_video9389-shot1_0	7	0	1
1828	1	0	1	A person holding a cell phone in their hand.	his finger is over the owls face and the owls face is blurry	MSR-VTT-videoTestVideo_video9389-shot1_0	8	0	0
1837	0	0	1	A group of men standing next to each other.	The man in the purple shirt has his hand hanging down, the man in the pink and black shirt is standing partially behind him with his hand over his chin looking at the man in purple.	MSR-VTT-videoTestVideo_video9602-shot1_0	4	0	0
1838	1	0	1	A woman standing next to a microphone in front of a stage.	The mic of the woman in the foreground mostly blocks the arm holding it	MSR-VTT-videoTestVideo_video7756-shot1_0	5	1	1
1839	0	1	1	A woman holding a cell phone in front of a stage.	The red head singer is completely blocking the stripe shirt singer.  She is also covering a small section of the red dress of the other singer.	MSR-VTT-videoTestVideo_video7756-shot1_0	6	0	1
1840	0	0	1	A woman standing in front of a video game machine.	she is in the middle of the second word on the wall alone with left arm back and left leg forward	MSR-VTT-videoTestVideo_video8156-shot3_1	4	0	1
1842	0	0	1	Two women standing next to each other in a kitchen.	The older woman holds a fork paralell to a plate below it, roughly level with the neckline of the shirt of the woman to her left	MSR-VTT-videoTestVideo_video8345-shot1_1	4	0	0
1843	1	0	1	Two women standing next to each other in a kitchen.	The woman on the right is holding a fork near the other person's mouth.  The person on the left has their mouth still closed. 	MSR-VTT-videoTestVideo_video8345-shot1_1	5	0	0
1846	1	0	1	A person is standing on a wooden floor with a skateboard.	The person is standing straight, not holding anything, up with both feet on the ground. His left foot is fully visible in front of him on the floor.	MSR-VTT-videoTestVideo_video7652-shot1_0	9	0	0
1847	0	0	1	a close up of a tray filled with carrots and apples.	"The word ""an"" is centered perfect on the white portion of the tray that splits the liquids."	MSR-VTT-videoTestVideo_video7267-shot1_1	5	0	1
1848	1	1	1	A room full of people working on a machine.	There is equal picture overlay of a room with many people in it and a carriage with some people on it. 	MSR-VTT-videoTestVideo_video9297-shot0_1	1	0	0
1849	1	0	1	A man riding a horse on a cart.	No second image can be seen. The wagon being pulled has the standing bearded man to the left of the pillar. His entire face is to the left of it.	MSR-VTT-videoTestVideo_video9297-shot0_1	3	0	0
1850	1	1	1	A close up of a person's hair on a wire.	All but the left side of the image is blocked by an object in the foreground	MSR-VTT-videoTestVideo_video9600-shot3_0	0	1	0
1851	1	0	1	A man that is standing in front of a row of rows of rows of rows of rows of rows of rows of rows of rows of rows of rows of rows of rows of rows of rows of rows of rows of rows of rows of rows of rows of rows of rows of rows of rows of rows of rows of rows of rows of	Somebody is jumping up in front of a singer.   You can barely see the person's mouth and his left eye is partially blurry and covered. 	MSR-VTT-videoTestVideo_video9600-shot3_0	1	0	1
1853	1	0	1	A man holding a dog in his arms.	The man completely blocks the woman behind him in the frame 	MSR-VTT-videoTestVideo_video9179-shot0_1	2	0	0
1856	1	0	1	A young girl holding a bottle of water next to a snowboard.	You can read the white text in the red rectangle on the object the boy is holding quite well.  There is no blur or glare on the text at all. 	video-storytelling-videochristmas_5RR_sRzKODA-shot23_7	2	0	1
1857	0	0	1	A young child holding a video game controller.	The boy's left thumb is pointing to our right. He is not looking at the black item in his hand. 	video-storytelling-videochristmas_5RR_sRzKODA-shot23_7	4	0	1
1858	1	0	1	Two men standing next to each other on a beach.	The woman is at left, with a small gap completely separating her and the man in profile.	MSR-VTT-videoTestVideo_video7844-shot4_0	7	0	0
1859	0	1	1	A couple of men kissing each other on the beach.	Both hands can be seen on woman's head, man is facing to the left with mouth puckered	MSR-VTT-videoTestVideo_video7844-shot4_0	8	0	0
1861	0	1	1	A view of a kitchen with a table and chairs.	theres a red stain splattered on the floor just under the gun barrel	MSR-VTT-videoTestVideo_video8356-shot1_6	4	0	0
1862	0	0	1	A frying pan with some kind of food in it.	The small bowl with the egg has been poured and only have the bowl is visible. 	YouCook-video0008-shot1_2	4	0	1
1863	0	0	1	A woman in a dress standing in front of a door.	The girl is facing to the right and you can see the side of her face.  Only her right arm is visible. 	MSR-VTT-videoTestVideo_video9979-shot1_2	5	0	0
1864	0	0	1	A woman is walking down a hallway with a dresser.	The girl is turning to the right so you can only see her right ear.  The side of her face isn't really visible any more. 	MSR-VTT-videoTestVideo_video9979-shot1_2	6	0	0
1865	0	0	1	A man standing next to a skateboard in a hallway.	The brown and black object is mostly off the screen on the right as the camera faces a white and brown arch	MSR-VTT-videoTestVideo_video7780-shot3_4	0	0	0
1866	0	0	1	A person holding a skateboard in front of a building.	A big backpack protruding out the bottom right corner. There is no sun shining on the backpack as it is under a shadow. 	MSR-VTT-videoTestVideo_video7780-shot3_4	2	0	1
1867	1	0	1	A little girl standing next to a dog on the floor.	The boy's left hand has a red object in it and he just starting to raise it off the floor. 	video-storytelling-videochristmas_5RR_sRzKODA-shot17_9	1	0	1
1870	0	0	1	A young girl holding a blue and white cell phone.	Little girl is looking down at dart in her hand and the dart is slightly in the toy gun.	MSR-VTT-videoTestVideo_video8541-shot2_0	5	1	1
1871	1	0	1	A little boy wearing a colorful hat and a colorful hat.	3 fingers and a black x-striped shape is visible from a hand on the left.	video-storytelling-videobirthday__amwPjAcoC8-shot80_5	7	1	1
1872	1	1	1	A child holding a colorful pin on his arm.	The girl's hands are flat together and they are fully in the picture.	video-storytelling-videobirthday__amwPjAcoC8-shot80_5	8	0	1
1874	1	0	1	A woman standing in front of a park with a pony.	A blurry woman is pursing her lips together and point with her left hand.	video-storytelling-videocamping_1OzbiB1TIWI-shot12_0	8	0	0
1879	0	0	1	A woman sitting on a couch in front of a laptop.	the girl on pink sitting on the floor on the right edge of the image can be seen with only her left finger off the image	video-storytelling-videochristmas_5RR_sRzKODA-shot21_0	3	0	0
1880	1	1	1	A dog standing on top of a fire hydrant.	There is a large explosion in the back.  All of the people are ducking and you can see the tops of the people's heads in the front. 	MSR-VTT-videoTestVideo_video8547-shot1_1	7	0	0
1881	1	0	1	A group of horses that are standing in the air.	There's an explosion or fire. The men in front are bent at the waist and toppling over. The man on the right in the background is leaning to the right. There isn't a blur.	MSR-VTT-videoTestVideo_video8547-shot1_1	9	0	1
1883	0	0	1	A photo of a kite flying in the sky.	There is a yellow object in the sky that is pretty close to the camera.  You can't see any fingers of a person. 	MSR-VTT-videoTestVideo_video9955-shot1_1	6	1	0
1884	0	0	1	a couple of hot dogs on a plate.	The bottom of the thumb can be seen with a little more of the hand shown.	video-storytelling-videocamping_dBXYM3dQTSo-shot69_4	3	0	0
1885	0	0	1	A table with a plate of hot dogs on it.	A shadow from the person's thumb is going right down the center of the left bagel on the plate. 	video-storytelling-videocamping_dBXYM3dQTSo-shot69_4	4	0	0
1888	1	1	1	A painting of a person holding a banana on a wire.	The top of the dog's eyes are just cut off by the top edge.The dog's left eye is cut off just before the brown iris.	video-storytelling-videobirthday__amwPjAcoC8-shot80_3	4	0	1
1889	0	0	1	A woman sitting next to a child on a cell phone.	The older woman and the younger women have their heads very close together.  The younger woman is smiling and looking down 	MSR-VTT-videoTestVideo_video9682-shot0_3	7	0	1
1890	1	1	1	A couple of people sitting next to each other on a table.	The women have their heads very close together.  The younger woman is looking over to the left. 	MSR-VTT-videoTestVideo_video9682-shot0_3	8	0	1
1891	1	0	1	a close up of a person with a cell phone.	The girl in red is in profile and looking up and smiling at the other woman. The woman in black is looking down. You can't see any exposed flesh on her right arm.	MSR-VTT-videoTestVideo_video9682-shot0_3	9	0	1
1892	0	0	1	a close up of a mixer in a kitchen.	A silver bowl with a bit of cheese in it	MSR-VTT-videoTestVideo_video7911-shot1_0	7	0	0
1893	0	1	1	A close up of a stainless steel mixer in a kitchen.	The powder at the bottom is clear to see with reflection in pot on back panel with horizontal ridges	MSR-VTT-videoTestVideo_video7911-shot1_0	8	0	0
1895	1	0	1	a close up of a woman holding a candy cane.	The girl is looking at the board the guy is holding, her eyes are down and her mouth is open. He is facing her, just the side of his face can be seen, no real details.	MSR-VTT-videoTestVideo_video9583-shot1_0	2	0	0
1896	0	0	1	A woman holding a cell phone in her hand.	The girl in pink's eyes and mouth are closed.	MSR-VTT-videoTestVideo_video9583-shot1_0	4	0	1
1898	1	0	1	A man holding a cell phone in his hand.	The man holds a spoon up in front of him and the tip of the spoon is not seen.	video-storytelling-videocamping_EytINruY3-U-shot60_0	4	0	1
1899	1	0	1	a close up of a man with a cell phone in his mouth.	the spoon on his hand can be clearly seen on the far right of the image	video-storytelling-videocamping_EytINruY3-U-shot60_0	5	0	0
1900	1	0	1	A group of people standing on a beach.	The person's face that has a blue shirt on can no longer be seen.  She is blocking a lot of the person behind her but you can still see a portion of her face. 	video-storytelling-videocamping_1OzbiB1TIWI-shot14_6	4	0	0
1901	1	0	1	A group of people standing around a black and white camera.	You can't see any of the person's face who has a blue shirt on.  Her elbow is blocking a bit of the person's head behind her but you can clearly see her face. 	video-storytelling-videocamping_1OzbiB1TIWI-shot14_6	5	0	0
1902	0	0	1	A group of people standing on a beach.	The girl in the army jacket is looking at the camera with the food item in her mouth.	video-storytelling-videocamping_1OzbiB1TIWI-shot14_6	6	0	0
1903	1	0	1	A person holding a red red scissors in their hands.	The person is only holding the red object in their right hand.  It appears very sideways and the shape of it can't really be seen. 	MSR-VTT-videoTestVideo_video8153-shot1_0	2	0	0
1904	0	0	1	A person is holding a red purse and scissors.	Two hands are visible touching the red paper. The top edge of the paper is right against the top of the frame. It's a little blurry.	MSR-VTT-videoTestVideo_video8153-shot1_0	3	0	0
1911	0	0	1	A person holding a photo of a person's hair.	The very top of the object in the person's hands is off the top edge of the image. 	MSR-VTT-videoTestVideo_video8679-shot1_4	0	1	0
1913	0	0	1	A child playing with a baseball bat in a pool.	The girl have her legs bent and feet planted on the ground for a jump. Her hands are behind her knees. 	video-storytelling-videobirthday__amwPjAcoC8-shot61_22	5	0	0
1915	1	0	1	A group of people walking down a street.	The person in blue is blocking the woman.  On the right, a small section of her head is visible and a third of her body.	MSR-VTT-videoTestVideo_video8022-shot1_3	7	0	0
1918	0	0	1	A close up picture of a woman and her husband.	Only the corner/tear duct of her left eye is in the frame. Her lips are parted to reveal top teeth and no black space. 	MSR-VTT-videoTestVideo_video7068-shot2_0	4	0	0
1919	1	0	1	A person holding a miniature miniature toy on top of a plate.	The dog is facing to the right of the picture. The front right leg of the dog is fully visible and but touched by the finger. 	MSR-VTT-videoTestVideo_video8773-shot1_3	7	0	1
1921	0	0	1	A group of people standing around in a room.	The long couch in the middle right hand part of the picture is almost entirely visible with just  the very right tip cut off. 	MSR-VTT-videoTestVideo_video8441-shot1_3	3	0	1
1922	1	0	1	A group of people standing around a table.	The woman is standing out of line and giving something to the little boy.	video-storytelling-videowedding_de8dLXvgV-I-shot28_0	0	1	0
1923	1	0	1	A group of people standing in front of a table.	Only the top of the girl's face in the foreground be seen as she looks left.	video-storytelling-videowedding_de8dLXvgV-I-shot28_0	1	1	0
1928	1	0	1	A group of people sitting on a lawn with a man and a woman.	The little boy in a gingham shirt is facing away from the camera. The woman next to him's eyes are visible, but her mouth is not visible.	video-storytelling-videowedding_Bp8t824h5NE-shot46_0	8	0	0
1929	0	0	1	A group of people sitting on a lawn with a cell phone.	The boy is facing right but is turning forward. The woman's face is covered by the boy's head in this photo.	video-storytelling-videowedding_Bp8t824h5NE-shot46_0	9	0	1
1931	1	1	1	A close up view of a person's feet on a wooden floor.	lower part of a folding table in the middle of the picture, with no other moving object in the picture	MSR-VTT-videoTestVideo_video8867-shot1_2	9	0	1
1934	0	0	1	A room with a lot of chairs and a lot of buttons.	There is a small crack in the door and you can see bright sunlight just starting to come in. 	MSR-VTT-videoTestVideo_video8555-shot6_0	1	1	1
1935	0	0	1	A row of chairs in a room filled with objects.	The door is open halfway and half of the person is visible.	MSR-VTT-videoTestVideo_video8555-shot6_0	2	0	0
1939	1	0	1	A pair of sausages on top of a wooden table.	The rolling pin is resting on the center of the bag	MSR-VTT-videoTestVideo_video9921-shot1_3	6	0	0
1940	1	0	1	A dog is laying on the floor next to a pair of scissors.	a blurry rolling pin in the middle of a bag filled with crushed item	MSR-VTT-videoTestVideo_video9921-shot1_3	7	0	0
1942	1	0	1	A person is holding a banana in their hand.	The mouth on the cartoon character is almost completely blocked.  The picture overall is slightly brighter. 	MSR-VTT-videoTestVideo_video7739-shot1_1	6	0	1
1944	1	0	1	A group of people standing in a room.	Straight on view of the four characters. They all have their hands below their waist. You can only see one arm of the one in blue shirt.	MSR-VTT-videoTestVideo_video7109-shot1_0	7	0	1
1945	0	0	1	A group of people standing on top of a bed.	The woman in the light blue dress has her right arm horizontally across her face and both of her eyes are visible.	MSR-VTT-videoTestVideo_video7109-shot1_0	8	0	1
1949	0	1	1	A group of children sitting at a table with a cake.	The little girl on the left is looking to the top left with her mouth slightly open while the boy in orange is looking straight at the blue and red cup.	video-storytelling-videobirthday__amwPjAcoC8-shot21_0	6	0	0
1951	0	0	1	A group of children sitting at a table with cake.	The candle has been blown out and he is looking towards the camera but his eyes are starting to squint. 	video-storytelling-videobirthday__amwPjAcoC8-shot21_0	8	0	0
1953	0	0	1	A couple of wires sitting on top of a table.	The metal wire is inline with the hands.	MSR-VTT-videoTestVideo_video9723-shot1_1	6	0	1
1957	1	0	1	A group of people walking down a runway.	A woman in white on the left is just starting to cross in front a sitting man.  You can see the man's entire face still. 	MSR-VTT-videoTestVideo_video9289-shot1_0	1	0	1
1958	0	0	1	A group of people walking down a runway.	The second man on the left front row is looking down at the model in white.	MSR-VTT-videoTestVideo_video9289-shot1_0	2	0	0
1961	0	0	1	A man standing in front of a white couch.	The black item is clearly touching the ground and the man still has a tight grip on the item.	MSR-VTT-videoTestVideo_video8970-shot1_0	4	0	0
1965	1	0	1	A person standing in front of a blender dispenser.	The blue objects in the middle of the white tray are pointed slightly to the right of the picture.  There is only a pointer finger pointing straight down at the blue object. 	MSR-VTT-videoTestVideo_video9143-shot1_0	8	0	1
1966	0	0	1	A person standing next to a blue cup holder.	The second blue object is clearly in the person's right hand and is about to be put into place. 	MSR-VTT-videoTestVideo_video9143-shot1_0	9	0	1
1967	1	0	1	A woman sitting in a chair eating a sandwich.	The woman is smiling with her teeth showing and touching the tip of her nose. 	MSR-VTT-videoTestVideo_video7533-shot1_8	4	0	1
1970	0	0	1	A man is standing in front of a wall.	There is a man at the center of the image.  The very top of his head is cut off at the top of the image.  He is just starting to block a graphic on the back wall behind him. Most of the graphic is seen to his left. 	MSR-VTT-videoTestVideo_video9003-shot1_1	2	0	1
1972	0	0	1	A man in a red and white suit sits on a bench.	The man is facing left with his eyes closed. Under the chart on the screen, you can see blue on his shirt and orange under that.	MSR-VTT-videoTestVideo_video9003-shot1_1	4	1	1
1973	0	0	1	A person is holding something in their hands.	The two thumbs are touching, the string can not be seen between the thumbs.	MSR-VTT-videoTestVideo_video9390-shot1_3	3	0	0
1974	0	0	1	A boy standing next to a girl in a room.	"The green ""laser"" on either side of the text is the farthest away from each other."	MSR-VTT-videoTestVideo_video8964-shot1_0	6	0	1
1977	0	0	1	A close up of a person's hair on a cell phone.	You can't quite see the cartoon pirate riding an object in the shot yet.  Only the front 1/4 of that object the pirate is riding on can be seen. 	MSR-VTT-videoTestVideo_video7807-shot2_0	3	0	1
1979	1	0	1	A close up of a person standing in front of a horse.	The cartoon pirate is at the top right corner, his entire body can be seen.	MSR-VTT-videoTestVideo_video7807-shot2_0	5	1	1
1983	1	0	1	A man riding a motor vehicle in the back of a car.	The man is completely facing forward and his hand is at 12:00.	MSR-VTT-videoTestVideo_video8971-shot1_0	6	0	1
1985	0	0	1	A man riding a motor vehicle with a woman in the back.	The man's driving gloves is obscuring the woman's chest area. Her shoulders are not visible.	MSR-VTT-videoTestVideo_video8971-shot1_0	8	0	0
1986	1	0	1	A young boy standing next to a colorful kite.	There is a small white triangle of text that is seen on the red part of the balloon at the far top edge of the image. 	video-storytelling-videobirthday__amwPjAcoC8-shot65_1	2	0	0
1990	0	0	1	A man holding a loaf of bread on a kitchen counter.	his ring finger of his left hand is barely visible right above the outline of the ribs	YouCook-video0017-shot13_0	4	0	0
1991	1	0	1	A little boy is trying to get his hands on a cell phone.	Only the very tip of a boy's pointing finger is off frame.	video-storytelling-videobirthday__amwPjAcoC8-shot48_2	1	0	0
1994	0	0	1	A photo of a bird perched on a bird cage.	A small sliver of brown is visible on the black object to the left of the right side of the doorframe	MSR-VTT-videoTestVideo_video7059-shot1_1	3	0	0
1995	0	0	1	A bird perched on top of a bird feeder.	The air conditioner and black button are visible in the upper left corner.	MSR-VTT-videoTestVideo_video7059-shot1_1	4	0	1
1996	0	0	1	A man and woman standing next to each other.	A man has his arm extended behind the head of a person to his right but the hand on his extended arm is not visible	MSR-VTT-videoTestVideo_video9746-shot3_0	1	0	1
1999	0	0	1	A close up of a car on the side of a street.	The car is directly facing the corner of a street. You can see two potholes to the right an SUV facing left in the driveway in the distance.	MSR-VTT-videoTestVideo_video9706-shot1_0	5	1	0
2000	1	0	1	A couple of cars parked next to each other in a parking lot.	The car is making a turn to the left.  The street that was straight ahead can't be seen at all now.  The van in the distance can still fully be seen. 	MSR-VTT-videoTestVideo_video9706-shot1_0	6	0	0
2001	1	0	1	A man riding a skateboard down a street.	The car is making a turn to the right.  Only the front half of the van in the driveway across the street can be seen. 	MSR-VTT-videoTestVideo_video9706-shot1_0	7	0	1
2004	0	0	1	A woman sitting on a bench with a drink in her hand.	You can just barely see the person's right leg on the right side of the image.  The left eye of the person on the left has just come into view. 	video-storytelling-videocamping_1OzbiB1TIWI-shot17_3	3	0	0
2005	1	0	1	A woman sitting on a bench next to a car.	You can see the woman's elbow only who has the red plaid on the very upper right corner of the image.  	video-storytelling-videocamping_1OzbiB1TIWI-shot17_3	4	0	0
2010	0	0	1	A blurry image of a person standing next to a computer.	There is a medium sized rock on the bottom right of the image. Only a little bit is cut off from the image while most of it is visible.	MSR-VTT-videoTestVideo_video8203-shot1_3	6	0	1
2013	1	0	1	A plate topped with a donut on a plate.	No text is seen at the bottom of the image and no metal spoon is seen.  Only a small circular object is on the napkin. 	MSR-VTT-videoTestVideo_video7973-shot3_0	8	1	1
2014	1	1	1	A plate with a doughnut on top of it.	There single piece of brown fried ball on a napkin on a plate. There is blurry blue text at the bottom. The ladle is not there.	MSR-VTT-videoTestVideo_video7973-shot3_0	9	1	1
2016	0	0	1	A man standing in front of a house with a frisbee.	A man is looking back at the camera with his mouth slightly open.  You can see top teeth.  You can't see the very top of his head for the first time because its been cut off at the top of the image. 	video-storytelling-videocamping_dBXYM3dQTSo-shot72_5	2	0	0
2017	1	0	1	A man standing in front of a green lawn.	A man looking back at the camera with his mouth mostly closed.  You can barely see a couple of the man's fingers on his hand.  The top of his head is cut off at the top of the image. 	video-storytelling-videocamping_dBXYM3dQTSo-shot72_5	3	0	1
2019	1	0	1	A person standing in a room with a pink blanket.	There is one white light shining towards the woman's shoes.	MSR-VTT-videoTestVideo_video7663-shot3_0	0	0	1
2020	1	0	1	A person standing in front of a stage.	The man in front of the woman has his arms straight up and is obscuring the green light.	MSR-VTT-videoTestVideo_video7663-shot3_0	2	0	1
2021	0	0	1	A man that is standing in front of a television.	A man's muscular bicep is visible close to the right edge, but you can't see his hand or head. A white man is running behind him.	MSR-VTT-videoTestVideo_video8239-shot1_4	8	0	0
2025	0	0	1	a close up of a metal fire hydrant.	The circle is empty and positioned in the center.  there are 2 large bolts or screws visible at the top	MSR-VTT-videoTestVideo_video8095-shot1_1	2	0	1
2026	1	0	1	A close up view of a metal grille.	Opening is center left of image.	MSR-VTT-videoTestVideo_video8095-shot1_1	3	0	1
2034	0	0	1	A group of people standing in a room.	Only the back of the head and part of her shoulders is visible of the woman in blue behind the person in the grey top	MSR-VTT-videoTestVideo_video7725-shot2_6	6	0	0
2035	0	0	1	A man standing in a room holding a remote controller.	The person with the glasses is standing nearly straight up.  It is blurry but he is looking sort of to the camera.  He is almost completely blocking the person in the blue plaid in the back	MSR-VTT-videoTestVideo_video7725-shot2_6	8	0	0
2037	0	0	1	A close up of a close up of a toy car.	The train is on its side, and there is a moving gold ornament that is on the front and covering the smoke stack.	MSR-VTT-videoTestVideo_video8108-shot1_1	8	0	1
2038	0	0	1	A baby playing with a cell phone in a room.	Half the body of the woman sitting on the sofa is visible.	video-storytelling-videochristmas_5RR_sRzKODA-shot30_7	5	0	1
2045	0	0	1	A woman standing next to a man in a wedding ring.	The image is mid-transition between images. The bride is looking at another female, who is looking off screen to the right and her mouth is slightly open.	video-storytelling-videowedding_Bp8t824h5NE-shot59_1	1	0	0
2046	0	1	1	A woman and a man standing next to each other in front of a wedding cake.	There is the most blur and you can see a woman with a black and white shirt superimposed on the grooms back. 	video-storytelling-videowedding_Bp8t824h5NE-shot59_1	2	0	0
2047	0	1	1	A photo of a person riding a motorbike on a road.	No water is visible and there are no words at the bottom of the screen.	MSR-VTT-videoTestVideo_video8931-shot1_0	4	0	1
2048	1	1	1	A view of a house with a fence and a fence.	There is no blue text at the bottom of the screen. There is some water surrounded by light brown sand on the right side of the image. 	MSR-VTT-videoTestVideo_video8931-shot1_0	5	0	1
2053	0	0	1	A photo of a skateboarder in front of a building.	The person with the gun is still on top of a grey platform.  The gun is aimed to the left at the very edge of the grey platform the person is standing on. 	MSR-VTT-videoTestVideo_video7780-shot0_1	3	0	0
2054	1	0	1	A woman holding a box of macaroni and cheese.	The girl's open eyes are visible, but her forehead is not shown.	video-storytelling-videobirthday_fwpYnUDbusw-shot18_1	3	0	0
2055	0	0	1	A woman standing in a kitchen holding a box of ice cream.	The woman is carrying a box.  Her right leg is just starting to cross in front of her left leg as she is reaching out with her leg to move the chair out from the table. Her eyes are no longer visible. 	video-storytelling-videobirthday_fwpYnUDbusw-shot18_1	4	0	1
2060	1	0	1	A group of people on a beach with surfboards.	The kayakers in the front has a yellow buoy near the back of the boat. 	MSR-VTT-videoTestVideo_video8079-shot1_0	6	0	0
2063	1	0	1	A baby laying on a bed with a blanket.	"The stuffed puppy is ""looking up"" at the woman in a robe. You can see only the snout of the real dog, not the eye. The stuffed puppy's tail is cut off by the frame."	video-storytelling-videochristmas_5RR_sRzKODA-shot23_1	5	0	1
2064	1	0	1	A group of women standing next to each other.	The woman with the gold necklace is to the very right of the image, giving a side-eye towards the right.	video-storytelling-videocamping_1OzbiB1TIWI-shot40_4	1	0	0
2065	1	0	1	A group of people standing next to each other in a field.	The woman closest to the camera is looking at it. She is blocking the head of a woman with a white tank top standing behind her, though you can still see the woman's blue baseball cap.. 	video-storytelling-videocamping_1OzbiB1TIWI-shot40_4	2	0	1
2066	1	0	1	A person standing in front of a stage with a pony.	The man's face can be seen facing left but the woman's face is obscured by her hair. 	MSR-VTT-videoTestVideo_video7624-shot3_1	6	0	1
2074	0	0	1	A man walking around with a frisbee in his hand.	You see one leg and foot of the person behind the coach who is walking in the foreground. 	MSR-VTT-videoTestVideo_video9543-shot1_13	2	0	0
2075	1	0	1	A man walking across a field with a frisbee.	Half of the head of the camera man's head is visible behind the man in blue on the field.	MSR-VTT-videoTestVideo_video9543-shot1_13	3	0	1
2077	1	0	1	A group of people sitting on a bed next to each other.	The dog's head is barely touching the top of the image.	video-storytelling-videochristmas_5RR_sRzKODA-shot20_4	2	0	0
2078	1	0	1	A group of kids are standing next to each other.	The dog's eyes are no longer visible. 	video-storytelling-videochristmas_5RR_sRzKODA-shot20_4	4	0	1
2082	0	0	1	A person is holding a cell phone in his hands.	The two hands are touching and the three right fingers are a little stretched out.	MSR-VTT-videoTestVideo_video7560-shot1_1	1	0	0
2092	1	0	1	A group of people that are standing next to each other.	Everyone is looking down but is in the process of raising their heads back up	MSR-VTT-videoTestVideo_video7332-shot4_0	3	0	0
2093	0	0	1	A group of people are watching a video game.	The man in the black jacket is looking up and to his left, his hair is flipped up and blurry but his face is clear.	MSR-VTT-videoTestVideo_video7332-shot4_0	4	0	0
2096	1	0	1	A woman sitting next to a computer on a desk.	Woman has her head tilted slightly down with mouth in shape of circle and chin pointy	MSR-VTT-videoTestVideo_video9109-shot1_0	3	0	1
2098	1	0	1	A woman holding a bunch of green vegetables on a kitchen counter.	The woman's right hand is placed in the middle of the beans. Her left had is not touching the beans, but is on top of it in a grabbing motion.	YouCook-video0016-shot3_4	6	0	1
2102	0	0	1	A young boy standing in a room with a suitcase.	Only the left arm and the left leg is visible of a child in yellow walking out of a room.	MSR-VTT-videoTestVideo_video9095-shot1_1	8	0	0
2103	0	0	1	a close up of a bowl of food on a table.	there is a white dish with meat in it on a wooden table	MSR-VTT-videoTestVideo_video8776-shot1_0	8	0	1
2104	0	0	1	a close up of a bowl of food on a plate.	There is a thumb on the far left touching the bowl of chicken.	MSR-VTT-videoTestVideo_video8776-shot1_0	9	0	1
2106	0	0	1	A young girl holding a cell phone in her hands.	Her head is tilted back and you can just see her upper teeth.	MSR-VTT-videoTestVideo_video9189-shot3_0	3	0	1
2107	0	0	1	A young girl holding a cell phone in her hand.	The girl's right ear is visible. There's a small space between that ear and the edge of the left black border. The flyaway hair on her bangs is against the left black border. She is facing and looking at us.	MSR-VTT-videoTestVideo_video9189-shot3_0	4	0	1
2113	1	0	1	A truck driving down a highway with cars on the side of the road.	The blue car is titled slightly down and to the left, and its left back tire is on the lane divider.	MSR-VTT-videoTestVideo_video7662-shot2_0	1	0	0
2115	0	0	1	A couple of cars driving down the road.	The black car is in the middle of the screen about to hit the tan car.	MSR-VTT-videoTestVideo_video7662-shot2_0	3	0	1
2117	0	1	1	A person walking down the street with a skateboard.	he is on the white stone closest to the camera with both feet on the ground and in focus	video-storytelling-videobirthday_fwpYnUDbusw-shot56_0	8	0	1
2118	1	0	1	A photo of a tennis rack and tennis ball in a bathroom.	The man furthest to the left wearing a white shit has his leg stretched out while the man farthest to the right is above the black line.	MSR-VTT-videoTestVideo_video7622-shot4_1	3	0	1
2119	1	1	1	A couple of people standing next to each other on a skateboard.	The person in the lower right hand corner's hand is just barely touching the right hand side of the picture but his body is not fully visible.. 	MSR-VTT-videoTestVideo_video7622-shot4_1	4	0	0
2120	1	0	1	A group of cats sitting on top of a tennis court.	The topmost figure is just left of the midpoint of the square and the figure at top right is just right of the line and facing it.	MSR-VTT-videoTestVideo_video7622-shot4_1	5	0	0
2122	1	1	1	A man in a white shirt with a big smile on his face.	he is looking to the left side of the image with his mouth wide open	MSR-VTT-videoTestVideo_video8721-shot1_1	6	0	1
2124	0	1	1	A woman is holding a piece of paper in her hand.	Women's head is tilted to her left with mouth closed	MSR-VTT-videoTestVideo_video7954-shot1_0	5	0	1
2130	0	1	1	A woman holding a piece of paper in front of a table.	The girl's mouth is slightly open and you can see her top teeth.  The text is backwards but readable.  The upper left corner of the page she is holding is just barely in the shot.  	MSR-VTT-videoTestVideo_video7547-shot1_0	1	0	0
2137	0	0	1	A man is standing next to a motorcycle.	Only the person's hand is seen on the left side, no part of the arm.	MSR-VTT-videoTestVideo_video9508-shot2_0	2	0	0
2140	1	0	1	A little girl playing with a snowboard on the floor.	Little boy is holding his arms out looking down at the item.	video-storytelling-videochristmas_5RR_sRzKODA-shot17_6	6	0	0
